source,target,weight,description,text_unit_ids,id,human_readable_id,source_degree,target_degree,rank
传感器,直流伺服驱动,1.0,直流伺服驱动可能与传感器集成，以实现更精确的控制和反馈,['725fed5878bff0529e13ba809e325469'],0daf88ac4ec94cbb868e27e956c6d7f1,39,15,57,72
传感器,移液机器人,1.0,传感器 is a component of the 移液机器人 used for detecting and measuring various parameters,['3171a8e0686e844a43b8a5bcb122df77'],9ed120043e6247be9965e4904920991b,40,15,4,19
传感器,自动化仓库堆垛机,1.0,传感器 is a component used in the automation warehouse stacker for monitoring and control,['76f3b1592256b4437b7d47b5f14ae2c6'],94d81d7de9254ae4b3b16fcc69aa22ea,41,15,5,20
传感器,智能仓储系统,1.0,智能仓储 system uses sensors for detecting and measuring various physical phenomena,['ef6d9b5e0927a32e780b2b369685d3ee'],60c9212246f84ae5b6ab254127a39262,42,15,6,21
传感器,自动点餐与配送机器人,1.0,传感器 is a component used in the 自动点餐与配送机器人 for sensing and data collection,['ca10fe3d16756300859a0693aee7f7a0'],0f8d0c36a4274526a9eddedae5e63881,43,15,5,20
传感器,巡检机器人,1.0,传感器 is a component of the 巡检机器人 that enables data collection and monitoring,['c3025b9f170d4cb9a5794da27f609eb1'],6aedd377efbe4f07ae42e546996e7bfa,44,15,4,19
传感器,医疗实验室搬运机器人,1.0,传感器 is a component of the 医疗实验室搬运机器人 for detection and measurement,['d9eda21d3e37948306b3b3c665150e73'],1aa8484562784f378851c33843c89687,45,15,5,20
传感器,医疗机器人,1.0,"传感器 is a component of the 医疗机器人, enabling detection and measurement for accurate operation",['98cdaf1813fc652ea5cff51372d95793'],f1a65d05dd5d456b889217020475ef80,46,15,4,19
传感器,智能搬运机器人,1.0,智能搬运机器人 uses 传感器 for detecting and measuring physical conditions,['8ae4de39dd9ba11cfa17e06a2174416b'],c077d92b48b6477db91e1a0460600f52,47,15,4,19
控制系统,协作机器人喷涂工位,1.0,控制系统 is a component used in the 协作机器人喷涂工位 to complete the painting task,['d50dbe44b899b4cfaf149cb3fd0c4159'],5ca888df9b884e54accdd2ff29d125c1,48,14,5,19
控制系统,医疗影像设备,1.0,控制系统 is part of 医疗影像设备 that manages the operation of other components,['e78da4dada0873bf9b05c64978c91bb0'],8290a6212d6c4430ae0056c7e8eccd5f,49,14,5,19
控制系统,自动光伏电池测试设备,1.0,控制系统 manages the operation of the 自动光伏电池测试设备,['ead29f227b9db281279d460a522ad9d5'],14f8ac195fdb4e06a0b9ebc6ef391180,50,14,6,20
控制系统,转台装置,1.0,"控制系统 is a part of the 转台装置, used for managing and coordinating the operation of the system",['3a1d23ceba280b76b50f854902585bbb'],667ee58a79194316ae2b82eadd3fc575,51,14,4,18
控制系统,编码器,1.0,编码器 is integrated with the 控制系统 for measuring and controlling the position and speed of moving parts,['b310460babc9fa725ad47320c61e0086'],b0e3ee2324054c88adacdf80db13278f,52,14,42,56
控制系统,印刷电路板钻孔机,1.0,控制系统 manages and controls the operation of the 印刷电路板钻孔机 and its components,['c4ca69bc6be35c42c4725a35a741befa'],28b7457ca5dc4a38a488946a3f8e207e,53,14,4,18
控制系统,自动焊接机,1.0,"自动焊接机 is managed by the 控制系统 to ensure high precision, consistency, and stability in the welding process",['69db1015cf2586f3740f46c919eb8e25'],8029a14d15404e6db95ddf5e2bf9fc15,54,14,4,18
控制系统,云台装置,1.0,控制系统 is a component of the 云台装置 used to manage and coordinate the operation of the servo motor and encoder,['8aa843d0b018051f90583fd0dee4a404'],389314ca89d445888c8d4985864dd733,55,14,4,18
控制系统,太阳能逆变器制造设备,1.0,"控制系统 is part of the 太阳能逆变器制造设备, responsible for managing the operation of the equipment to ensure high precision and efficiency in assembly and testing.",['937c32a23dadd297f434106e4a601a61'],87fe1462b9064d5692641ab48e826301,56,14,4,18
控制系统,智能清舱农机,1.0,智能清舱农机 is controlled by a system to manage its operation,['4418484e1f856e36e079b84bd1272840'],a55175ac57014df696ca09d0def9604b,57,14,5,19
控制系统,医疗机器人,1.0,"控制系统 is a component of the 医疗机器人, managing and coordinating its functions and movements",['98cdaf1813fc652ea5cff51372d95793'],1766e8858d7b45ed97f71cb5a39e96ea,58,14,4,18
控制系统,CT扫描仪的定位系统,1.0,"控制系统 is a component of the CT scan positioning system, responsible for managing the operation of the system",['0121fa7828a456349a5d679825172e9b'],6191e014f3f64e46a0777063ed4ac19a,59,14,9,23
卫星转台,军工设备,1.0,卫星转台 is a type of military equipment used in the military industry,['588823a50fa2ae7eea9383df183d8a98'],21b0499cf14342269c46170c291d0535,60,4,1,5
卫星转台,主控制板,1.0,"主控制板 is a component of the satellite turntable, developed by the customer for control purposes",['588823a50fa2ae7eea9383df183d8a98'],c1ef05b38b3f4d59888150fc0dd26826,61,4,1,5
卫星转台,旋转轴,1.0,"旋转轴 is a component of the satellite turntable, responsible for rotation actions",['588823a50fa2ae7eea9383df183d8a98'],74cb9b3510e84498b9aee0d904316e8b,62,4,1,5
卫星转台,俯仰轴,1.0,"俯仰轴 is a component of the satellite turntable, responsible for pitch actions",['588823a50fa2ae7eea9383df183d8a98'],043d764b2e1b4d1294651ff938df5391,63,4,1,5
自动化农业喷灌系统,喷灌设备,1.0,喷灌设备 is a part of the 自动化农业喷灌系统 used for irrigation,['abe4f205eda50d06d6f8dd7b025f59c7'],31f2170fef004f3281c533a4a60dc3f3,64,8,1,9
自动化农业喷灌系统,驱动电机,1.0,驱动电机 is a component of the 自动化农业喷灌系统 used for controlling the motion of sprinklers and water flow,['abe4f205eda50d06d6f8dd7b025f59c7'],57f186c5c2754483ba66750e98222f95,65,8,25,33
自动化农业喷灌系统,喷头,1.0,喷头 is a component of the 自动化农业喷灌系统 used for distributing water,['abe4f205eda50d06d6f8dd7b025f59c7'],4b3fc569d91f4a7aa6501ad4fcf67b7a,66,8,3,11
自动化农业喷灌系统,管道系统,1.0,管道系统 is a part of the 自动化农业喷灌系统 used for transporting water,['abe4f205eda50d06d6f8dd7b025f59c7'],cbc1667556f84a5eadf867a823e6986c,67,8,1,9
自动化农业喷灌系统,编码器,1.0,编码器 is a component of the 自动化农业喷灌系统 used for measuring and controlling the position and motion of the sprinklers,['abe4f205eda50d06d6f8dd7b025f59c7'],a876d1ab79864396bc47a039225fd5c7,68,8,42,50
自动化农业喷灌系统,工业控制器,1.0,工业控制器 is a part of the 自动化农业喷灌系统 used for managing the operation of the system,['abe4f205eda50d06d6f8dd7b025f59c7'],c09f67d4f25448c99f7c0552c30b7706,69,8,24,32
自动化农业喷灌系统,伺服驱动器,1.0,伺服驱动器 is a component of the 自动化农业喷灌系统 used for controlling the motion of the sprinklers and water flow,['abe4f205eda50d06d6f8dd7b025f59c7'],c0866306dc8c4da2a8a81c0c3a78b657,70,8,25,33
自动化农业喷灌系统,某大型农业种植企业,1.0,某大型农业种植企业 uses the 自动化农业喷灌系统 for efficient irrigation and crop production,['abe4f205eda50d06d6f8dd7b025f59c7'],3884c37eb13a4c9097ee2c5be4eeefaf,71,8,1,9
农业,智能清舱农机,1.0,智能清舱农机 is used in the agricultural industry for clearing tasks,['4418484e1f856e36e079b84bd1272840'],90764eb2cab74cffb1c7d72d28b965cc,72,1,5,6
驱动电机,自动化喷涂生产线,1.0,"驱动电机 is essential for the operation of the 自动化喷涂生产线, providing the power for motion control",['b4b2ecf75d1aad0ccc5d6f76a00fe3b9'],01abe16e67c241a887aa62abe22d155c,73,25,8,33
驱动电机,自动化垃圾分类设备,1.0,"驱动电机 is a component of the automation waste sorting equipment, providing power for the operation",['ad37dec2a2a19c9d593c5a4927c7c7d2'],37049be0a2c240c6a06acf9339237b8b,74,25,8,33
驱动电机,自动化点焊机,1.0,驱动电机 is a component of the 自动化点焊机 used to drive its motion,['a4cdb403788ae9e31262a18f4fb0801c'],e785c52881704d95bf4ec03d2720f8ae,75,25,7,32
驱动电机,锁钉机,1.0,锁钉机 uses 驱动电机 for power and operation,['eced1354dc203db862497de8c414d11c'],654689c65613476b9905d7afb3809cd2,76,25,6,31
驱动电机,折弯机,1.0,驱动电机 is a component of the 折弯机 that provides the necessary power for bending metal parts,['54c84a3acff36a81a14e832661cab5fc'],15dfb45a6ffa4d34ad72cfe4b3c5cc0d,77,25,6,31
驱动电机,自动化药品分拣系统,1.0,驱动电机 is a component of the 自动化药品分拣系统 used for driving motion,['b740e95b2369349a884c647a52dc866f'],427c3b7458f148d8bace1b768e2b5b7c,78,25,8,33
驱动电机,多轴钻孔机,1.0,驱动电机 provides the power and control for the movement of the drill heads in the 多轴钻孔机,['d560c15d411111345f80197f7486058a'],95d506750fd94e72bbd9cf2d3fe18e28,79,25,9,34
驱动电机,自动售货机,1.0,驱动电机 is a component of the 自动售货机 used for moving goods,['617f570544f5137ea2a26ea012860b88'],bf0138ccbcc740089a55fd0c24897360,80,25,8,33
驱动电机,自动化天线测量系统,1.0,驱动电机 is a component used in the automation system for controlling movements,['8e000fc4a60954e69e5b2dceaa13a5c0'],83cd5df42643494396b00d6cb6376def,81,25,7,32
驱动电机,自动物流分拣系统,1.0,驱动电机 is a component of the 自动物流分拣系统 used for mechanical drive,['bb8dd1736ac0ae84f0cefaf4d9ae1d0d'],909d28e443fd4e0bac189373125c8309,82,25,8,33
驱动电机,自动化喷漆设备,1.0,"驱动电机 is a component of the 自动化喷漆设备, providing the power for motion control",['f08d35c87cc299fc9fe46d2ec11626f7'],efbc2439e5034801af83ac1a0b440535,83,25,7,32
驱动电机,自动化装袋机,1.0,"驱动电机 is a component of the automation system in the automation装袋机, providing the necessary power for motion",['b5924964ebff3b005590e9cc94e5b39a'],b9a2ef791a064f038cac2059ebea1138,84,25,7,32
驱动电机,自动输液泵,1.0,驱动电机 is a component of the 自动输液泵 used for motor operation,['cc3f86276324c4b3b25d1ec3649d9abf'],1ce2b24bc93442148dc2240d3c6223b1,85,25,7,32
驱动电机,自动化检重机,1.0,"驱动电机 is a component of the 自动化检重机, providing the power for motion control",['e77a55ec71b2605da11f93be730a1d44'],804c1e94e7974332a817931363ddb643,86,25,8,33
驱动电机,CNC加工中心刀塔换刀系统,1.0,"驱动电机 is a component of the CNC加工中心刀塔换刀系统, providing the necessary motion",['5ba07e67aad936b5e8fdced90ee7e0f5'],32dc0b572ad84c75a64a2007788eb981,87,25,6,31
驱动电机,化妆品生产线,1.0,"驱动电机 is a component of the cosmetics production line, used to drive the movement of machinery",['75d656d482f083d807ff14652a2871f6'],f5c11a5ac94e40068bca8be178a6bcd6,88,25,7,32
驱动电机,自动化食品加工设备,1.0,驱动电机 is a component of the 自动化食品加工设备 used for providing power,['d677c45b0e6b17b157c972d420c84d31'],ea28ff7f127e4677a913952595dce2f5,89,25,7,32
驱动电机,自动化制药设备,1.0,"驱动电机 is a critical component in the operation of 自动化制药设备, providing the necessary power for motion control",['794fefdb523287e635a5dce19320814a'],192a6d23595045f38b0d46a3d8e52fd6,90,25,8,33
驱动电机,自动化灌装线,1.0,驱动电机 is a component of the 自动化灌装线 for motion control,['8757d4df4f6d7215159f27cbefe87143'],ef67c9fc60284b50aa15ac655b06a155,91,25,7,32
驱动电机,自动化印刷设备,1.0,驱动电机 is a component of the automation printing equipment used for motion control,['51f5fa0deebff5b32f74d90b957de319'],cc8201cce1024b5192056fe8e98fda22,92,25,7,32
驱动电机,自动化卷纸机,1.0,"驱动电机 is a component of the 自动化卷纸机, providing the necessary power for its operation",['83e00c12ccf537178db6a3b06b5078f2'],97e097f9022540b88ab7c13d2805c25f,93,25,8,33
驱动电机,直线导轨,1.0,驱动电机 and 直线导轨 are components that work together to guide and control the linear motion in the manufacturing process,['78292823ba9a23ddd49ea39f21675fb2'],829a6299a5fa4e7b8ff4020020a0be05,94,25,8,33
驱动电机,伺服驱动器,1.0,伺服驱动器 controls the motion of the 驱动电机 in industrial applications,['78292823ba9a23ddd49ea39f21675fb2'],dde2742459c24fb4a91172aa5c1a7620,95,25,25,50
驱动电机,自动化贴标机,1.0,"驱动电机 is a component of the自动化贴标机, providing the necessary power for motion",['d740381af8ef46f554299a093537dd69'],323979a67d79498fa271acdf8cd1a0c2,96,25,7,32
喷头,自动化喷涂生产线,1.0,"喷头 is a critical part of the 自动化喷涂生产线, responsible for the application of paint",['b4b2ecf75d1aad0ccc5d6f76a00fe3b9'],c7e8b188b45841a0a1bcb22f3445ea6e,97,3,8,11
喷头,自动化喷漆设备,1.0,"喷头 is a component of the 自动化喷漆设备, responsible for the precise application of paint",['f08d35c87cc299fc9fe46d2ec11626f7'],5a4ad077106a4a3f951f43d2e01499b0,98,3,7,10
编码器,自动化喷涂生产线,1.0,编码器 is used in the 自动化喷涂生产线 for measuring and controlling the position and speed of moving parts,['b4b2ecf75d1aad0ccc5d6f76a00fe3b9'],a7ec8df038d7461689d28f1bdea84d9b,99,42,8,50
编码器,自动化垃圾分类设备,1.0,"编码器 is a component of the automation waste sorting equipment, measuring and controlling the position and speed of mechanical parts",['ad37dec2a2a19c9d593c5a4927c7c7d2'],8ddefa32e2ed4eaf8f76d17a676f74f3,100,42,8,50
编码器,自动化点焊机,1.0,编码器 is a component of the 自动化点焊机 used for position feedback,['a4cdb403788ae9e31262a18f4fb0801c'],95ec30ce8dbe4ca28714e3e3735da8f3,101,42,7,49
编码器,锁钉机,1.0,锁钉机 uses 编码器 for precise control and measurement,['eced1354dc203db862497de8c414d11c'],259e7f5e2ec04418937513413b6d51d1,102,42,6,48
编码器,折弯机,1.0,编码器 is a component of the 折弯机 that measures and controls the position and speed of the bending process,['54c84a3acff36a81a14e832661cab5fc'],2289f06dd3804a3c84371dda0bab091e,103,42,6,48
编码器,环形FTS系统,1.0,"编码器 is a component of the 环形FTS系统, converting mechanical movements into digital signals for precise control",['93f221ac5d3740108fc98f190e7f3d88'],34ff8ef897804691842071f9ff78708e,104,42,15,57
编码器,协作机器人喷涂工位,1.0,编码器 is a component used in the 协作机器人喷涂工位 to complete the painting task,['d50dbe44b899b4cfaf149cb3fd0c4159'],a7401447d994439993da7cc57f127649,105,42,5,47
编码器,自动化药品分拣系统,1.0,编码器 is a component of the 自动化药品分拣系统 used for measuring position and speed,['b740e95b2369349a884c647a52dc866f'],754b0f2616064b18abb90f409ef0539a,106,42,8,50
编码器,多轴钻孔机,1.0,编码器 measures and controls the position and speed of the drill heads in the 多轴钻孔机,['d560c15d411111345f80197f7486058a'],acd35bb6b3cb4979a3f3fb68a86b3b05,107,42,9,51
编码器,自动售货机,1.0,编码器 is a component of the 自动售货机 used for measuring and controlling the position and speed of the motor,['617f570544f5137ea2a26ea012860b88'],9e1e7f67ba044c7fbf64723af1ade58e,108,42,8,50
编码器,自动化天线测量系统,1.0,编码器 is a component used in the automation system for encoding position data,['8e000fc4a60954e69e5b2dceaa13a5c0'],57e16ff087a84b8ebd70de1e7e534225,109,42,7,49
编码器,自动物流分拣系统,1.0,编码器 is a component of the 自动物流分拣系统 used for precise control,['bb8dd1736ac0ae84f0cefaf4d9ae1d0d'],bbf4007dc9c0486b8ea76d616045467a,110,42,8,50
编码器,高速取放机,1.0,编码器 is a component in the 高速取放机 that aids in the precise control and monitoring of movement,['993c62a4486ef6aeef83623cbe6ec2b5'],9535f4d754044e128cd3951a9d2e3702,111,42,7,49
编码器,自动化喷漆设备,1.0,"编码器 is a component of the 自动化喷漆设备, converting mechanical movements into digital signals for control",['f08d35c87cc299fc9fe46d2ec11626f7'],e1ed13e29ee946d4aaafac50aaa3b68f,112,42,7,49
编码器,自动化装袋机,1.0,"编码器 is a component of the automation装袋机, used for precise control of the bagging process",['b5924964ebff3b005590e9cc94e5b39a'],eb961d47a30c4870a1134b4a4672a8b2,113,42,7,49
编码器,自动输液泵,1.0,编码器 is a component of the 自动输液泵 for measuring and controlling motor position and speed,['cc3f86276324c4b3b25d1ec3649d9abf'],5b019e8652264136b95306bac70a2e25,114,42,7,49
编码器,转台装置,1.0,"编码器 is a component of the 转台装置, used for measuring and controlling the position and speed of the motor",['3a1d23ceba280b76b50f854902585bbb'],325fc9e2b37043b7af9f6ad338b09469,115,42,4,46
编码器,机械手和平台运动控制,1.0,编码器 is used for measuring and controlling the position and speed of the mechanical arm and platform in the 机械手和平台运动控制,['ae030c245f17423575510c619741160a'],6bb11aa08b414232b5b45f10f5766f62,116,42,4,46
编码器,印刷电路板钻孔机,1.0,编码器 is used in the 印刷电路板钻孔机 to measure and provide feedback on the position and movement of the drill head,['c4ca69bc6be35c42c4725a35a741befa'],179737fd23c943babdfae01ac5c6bfc3,117,42,4,46
编码器,自动化检重机,1.0,"编码器 is a component of the 自动化检重机, converting mechanical motion into digital signals for control",['e77a55ec71b2605da11f93be730a1d44'],65a31e4da283411fb7c971f63d606723,118,42,8,50
编码器,自动焊接机,1.0,自动焊接机 uses the 编码器 to convert mechanical motion into electrical signals for precise control,['69db1015cf2586f3740f46c919eb8e25'],de31810d43174a52aa2f31b72f4542f5,119,42,4,46
编码器,CNC加工中心刀塔换刀系统,1.0,编码器 is used in the CNC加工中心刀塔换刀系统 for position and speed control,['5ba07e67aad936b5e8fdced90ee7e0f5'],a6ae1d99330443fcacb06ace15a0d937,120,42,6,48
编码器,云台装置,1.0,编码器 is a component of the 云台装置 used for measuring and controlling the position and speed of the servo motor,['8aa843d0b018051f90583fd0dee4a404'],5174cdabb6024de0975762d3a80b059f,121,42,4,46
编码器,化妆品生产线,1.0,"编码器 is a component of the cosmetics production line, used for measuring and controlling position and speed",['75d656d482f083d807ff14652a2871f6'],e379fba901174b529250169e62d98c09,122,42,7,49
编码器,智能清舱农机,1.0,智能清舱农机 uses encoders for precise positioning and control,['4418484e1f856e36e079b84bd1272840'],81ee8bb20bbb4d37bc0db642f1c75b8e,123,42,5,47
编码器,自动化食品加工设备,1.0,编码器 is a component of the 自动化食品加工设备 used for measuring position and speed,['d677c45b0e6b17b157c972d420c84d31'],93b4aa6ce6e44123a861d4c3b3d509a2,124,42,7,49
编码器,自动化制药设备,1.0,编码器 is used in 自动化制药设备 for converting mechanical movements into digital signals for precise control,['794fefdb523287e635a5dce19320814a'],ee8414e314f547eeb369849cdb51bac2,125,42,8,50
编码器,刀具磨削机,1.0,编码器 converts mechanical movements into digital signals for the 刀具磨削机,['c73034d6a6f91e79c6bd21fffa416202'],9f77aa8888bd4f94abba8a77c4b0565c,126,42,5,47
编码器,两轴,1.0,两轴 includes an encoder component for its operation,['795a6efb4c07565e2cea3077eac4130a'],dcf33412678340319e7ec8f7be267ef9,127,42,5,47
编码器,读数头,1.0,编码器 includes a reading head component for its operation,['795a6efb4c07565e2cea3077eac4130a'],4aa1e0fa00c048939a5d006bfd305fb4,128,42,1,43
编码器,解码器,1.0,编码器 includes a decoder component for its operation,['795a6efb4c07565e2cea3077eac4130a'],03053ab4a9054384a5f5e88d28841621,129,42,1,43
编码器,栅尺,1.0,编码器 includes a scale component for its operation,['795a6efb4c07565e2cea3077eac4130a'],9fd0f20997d541bca46c4ec9843a5d0f,130,42,1,43
编码器,驱动器,1.0,驱动器 works in conjunction with the encoder to control the motor's position and speed,['429770fe8f393c34ddc5b3b06c00b11f'],27168beee1ff456696c330c9c3b3259f,131,42,28,70
编码器,自动化灌装线,1.0,编码器 is a component of the 自动化灌装线 for measuring position and speed,['8757d4df4f6d7215159f27cbefe87143'],e1c20e06aeac436788a9c6e918bcb844,132,42,7,49
