level,title,type,description,source_id,community,degree,human_readable_id,id,size,graph_embedding,top_level_node_id,x,y
0,俯仰轴,"PRODUCT, COMPONENT","俯仰轴 consists of a driver, reducer, encoder, and motor, enabling the satellite turntable to perform pitch actions",588823a50fa2ae7eea9383df183d8a98,,1,10,e1fd0e904a53409aada44442f23a51cb,1,,e1fd0e904a53409aada44442f23a51cb,0,0
0,自动化农业喷灌系统,"PRODUCT, SYSTEM",自动化农业喷灌系统 is a system designed to precisely control water flow and sprinkler positioning in agricultural settings to enhance irrigation efficiency and crop productivity,abe4f205eda50d06d6f8dd7b025f59c7,4,8,11,de988724cfdf45cebfba3b13c43ceede,8,,de988724cfdf45cebfba3b13c43ceede,0,0
0,农业,INDUSTRY,"农业 refers to the industry of farming and cultivation of plants and animals for food, fiber, and other products","4418484e1f856e36e079b84bd1272840,abe4f205eda50d06d6f8dd7b025f59c7",16,1,12,96aad7cb4b7d40e9b7e13b94a67af206,1,,96aad7cb4b7d40e9b7e13b94a67af206,0,0
0,喷灌设备,"EQUIPMENT, TECHNOLOGY",喷灌设备 is the equipment used in the automation of agricultural irrigation systems,abe4f205eda50d06d6f8dd7b025f59c7,4,1,13,c9632a35146940c2a86167c7726d35e9,1,,c9632a35146940c2a86167c7726d35e9,0,0
0,驱动电机,"EQUIPMENT, COMPONENT","The entity ""\u9a71\u52a8\u7535\u673a"", commonly known as a motor, is a crucial component in the automation of various machinery and systems across diverse industries. This motor is pivotal in providing the necessary power and control for motion in automation systems, enabling the precise movement of parts and components. It is widely utilized in manufacturing processes, where it drives the operation of machinery, such as in CNC machining systems, multi-axis drilling machines, and cosmetics production lines. Additionally, it plays a critical role in the automation of movements in antenna measurement systems, waste sorting equipment, and agricultural irrigation systems, where it powers the motion of sprinklers and water flow. In medical devices, such as automatic infusion pumps, this motor ensures the accurate operation of the equipment. It is also employed in vending machines to facilitate the movement of goods. The motor's versatility extends to driving the motion in X, Y, and Z axes in automation processes, including the spray heads in painting lines. Its application in the automation of machinery, like the automation\u8d34\u6807\u673a, underscores its importance in providing the necessary power for motion. Overall, ""\u9a71\u52a8\u7535\u673a"" is an indispensable motor component that powers and controls the motion in a multitude of industrial and commercial applications.","51f5fa0deebff5b32f74d90b957de319,54c84a3acff36a81a14e832661cab5fc,5ba07e67aad936b5e8fdced90ee7e0f5,617f570544f5137ea2a26ea012860b88,75d656d482f083d807ff14652a2871f6,78292823ba9a23ddd49ea39f21675fb2,794fefdb523287e635a5dce19320814a,83e00c12ccf537178db6a3b06b5078f2,8757d4df4f6d7215159f27cbefe87143,8e000fc4a60954e69e5b2dceaa13a5c0,a4cdb403788ae9e31262a18f4fb0801c,abe4f205eda50d06d6f8dd7b025f59c7,ad37dec2a2a19c9d593c5a4927c7c7d2,b4b2ecf75d1aad0ccc5d6f76a00fe3b9,b5924964ebff3b005590e9cc94e5b39a,b740e95b2369349a884c647a52dc866f,bb8dd1736ac0ae84f0cefaf4d9ae1d0d,cc3f86276324c4b3b25d1ec3649d9abf,d560c15d411111345f80197f7486058a,d677c45b0e6b17b157c972d420c84d31,d740381af8ef46f554299a093537dd69,e77a55ec71b2605da11f93be730a1d44,eced1354dc203db862497de8c414d11c,f08d35c87cc299fc9fe46d2ec11626f7",4,25,14,9646481f66ce4fd2b08c2eddda42fc82,25,,9646481f66ce4fd2b08c2eddda42fc82,0,0
0,喷头,"EQUIPMENT, COMPONENT","The entity known as ""\u55b7\u5934"" serves dual functional roles across different industries. Primarily, it is a critical component in irrigation systems, where it functions as the nozzle responsible for the efficient and even distribution of water over crops. Simultaneously, ""\u55b7\u5934"" is also an integral part of spray painting systems, where it acts as the head of the spray equipment, ensuring the precise and uniform application of paint or coating materials. This dual functionality highlights the versatility of ""\u55b7\u5934"" in both agricultural and manufacturing contexts, demonstrating its importance in maintaining the quality and efficiency of processes in these sectors.","abe4f205eda50d06d6f8dd7b025f59c7,b4b2ecf75d1aad0ccc5d6f76a00fe3b9,f08d35c87cc299fc9fe46d2ec11626f7",4,3,15,d91a266f766b4737a06b0fda588ba40b,3,,d91a266f766b4737a06b0fda588ba40b,0,0
0,管道系统,"EQUIPMENT, COMPONENT",管道系统 is the system of pipes used to transport water in the irrigation system,abe4f205eda50d06d6f8dd7b025f59c7,4,1,16,bc0e3f075a4c4ebbb7c7b152b65a5625,1,,bc0e3f075a4c4ebbb7c7b152b65a5625,0,0
0,编码器,"EQUIPMENT, COMPONENT","The entity ""\u7f16\u7801\u5668"", commonly known as an encoder, is a versatile device that converts mechanical movements into digital or electronic signals for precise control and measurement in various automation systems and machinery. It is widely used across different industries for measuring and controlling the position and speed of motors, mechanical parts, and machinery components, ensuring high-precision operations. This device is essential in applications such as the 3C devices industry, particularly in the turntable assembly, automation waste sorting equipment, cloud platform devices, collaborative robot painting workstations, automatic welding machines, tool grinding machines, CNC machines, cosmetics production lines, medical devices, and multi-axis drilling machines. It also plays a critical role in the screw tightening process, antenna measurement systems, automation labelers, and irrigation systems, providing feedback for precise control and monitoring of movement. In specific contexts, the encoder is part of the components necessary for the magnetic levitation system in lithium battery manufacturing and is used in equipment setups for terrain mapping, which includes a reading head, decoder, and scale. The encoder's functionality is crucial for converting motion into an electrical signal, often used for position, velocity, and acceleration feedback in industrial control systems, enabling accurate and efficient operation in automation and machinery.","3a1d23ceba280b76b50f854902585bbb,429770fe8f393c34ddc5b3b06c00b11f,4418484e1f856e36e079b84bd1272840,51f5fa0deebff5b32f74d90b957de319,54c84a3acff36a81a14e832661cab5fc,5ba07e67aad936b5e8fdced90ee7e0f5,617f570544f5137ea2a26ea012860b88,69db1015cf2586f3740f46c919eb8e25,75d656d482f083d807ff14652a2871f6,78292823ba9a23ddd49ea39f21675fb2,794fefdb523287e635a5dce19320814a,795a6efb4c07565e2cea3077eac4130a,7db76b99a4ad703f2ced3f3241ae2de7,83e00c12ccf537178db6a3b06b5078f2,8757d4df4f6d7215159f27cbefe87143,8aa843d0b018051f90583fd0dee4a404,8e000fc4a60954e69e5b2dceaa13a5c0,93f221ac5d3740108fc98f190e7f3d88,993c62a4486ef6aeef83623cbe6ec2b5,a4cdb403788ae9e31262a18f4fb0801c,abe4f205eda50d06d6f8dd7b025f59c7,ad37dec2a2a19c9d593c5a4927c7c7d2,ae030c245f17423575510c619741160a,b310460babc9fa725ad47320c61e0086,b4b2ecf75d1aad0ccc5d6f76a00fe3b9,b5924964ebff3b005590e9cc94e5b39a,b740e95b2369349a884c647a52dc866f,bb8dd1736ac0ae84f0cefaf4d9ae1d0d,c4ca69bc6be35c42c4725a35a741befa,c73034d6a6f91e79c6bd21fffa416202,cc3f86276324c4b3b25d1ec3649d9abf,d50dbe44b899b4cfaf149cb3fd0c4159,d560c15d411111345f80197f7486058a,d677c45b0e6b17b157c972d420c84d31,d740381af8ef46f554299a093537dd69,d89a41b98c4286f63b72a41c3ebea08d,e77a55ec71b2605da11f93be730a1d44,eced1354dc203db862497de8c414d11c,f08d35c87cc299fc9fe46d2ec11626f7",4,42,17,254770028d7a4fa9877da4ba0ad5ad21,42,,254770028d7a4fa9877da4ba0ad5ad21,0,0
0,工业控制器,"EQUIPMENT, COMPONENT","The 工业控制器 (Gōngyè Kòngzhìqì), or Industrial Control Device, is a pivotal component in the realm of industrial automation and machinery operation. It is employed across diverse sectors to manage and coordinate the operation of various components and processes. This versatile device finds application in automation waste sorting equipment, CNC machining processes, medical devices, irrigation systems, cosmetics production lines, multi-axis drilling machines, antenna measurement systems, and vending machines. Its primary function is to control industrial processes, ensuring the smooth and coordinated actions of different machinery and systems. The 工业控制器 is often programmable, enabling it to handle complex operations and monitor processes in industrial settings. It is a critical element in automation systems, where it facilitates the management of machinery and the coordination of components for efficient manufacturing and production.","51f5fa0deebff5b32f74d90b957de319,54c84a3acff36a81a14e832661cab5fc,5ba07e67aad936b5e8fdced90ee7e0f5,617f570544f5137ea2a26ea012860b88,75d656d482f083d807ff14652a2871f6,78292823ba9a23ddd49ea39f21675fb2,794fefdb523287e635a5dce19320814a,83e00c12ccf537178db6a3b06b5078f2,8757d4df4f6d7215159f27cbefe87143,8e000fc4a60954e69e5b2dceaa13a5c0,a4cdb403788ae9e31262a18f4fb0801c,abe4f205eda50d06d6f8dd7b025f59c7,ad37dec2a2a19c9d593c5a4927c7c7d2,b4b2ecf75d1aad0ccc5d6f76a00fe3b9,b5924964ebff3b005590e9cc94e5b39a,b740e95b2369349a884c647a52dc866f,bb8dd1736ac0ae84f0cefaf4d9ae1d0d,cc3f86276324c4b3b25d1ec3649d9abf,d560c15d411111345f80197f7486058a,d677c45b0e6b17b157c972d420c84d31,d740381af8ef46f554299a093537dd69,e77a55ec71b2605da11f93be730a1d44,eced1354dc203db862497de8c414d11c,f08d35c87cc299fc9fe46d2ec11626f7",4,24,18,4a67211867e5464ba45126315a122a8a,24,,4a67211867e5464ba45126315a122a8a,0,0
0,伺服驱动器,"EQUIPMENT, COMPONENT","The 伺服驱动器 (Servo Drive) is a critical component in various industrial and automation systems, designed to control the motion of servomotors with high precision. It ensures precise control over position, velocity, and torque, facilitating controlled movement in industrial machinery, automation systems, and specific applications such as medical devices, irrigation systems, antenna measurement systems, waste sorting equipment, and cosmetics production lines. The 伺服驱动器 is also utilized in multi-axis drilling machines, CNC machining systems, and vending machines to manage motor speed and position. Originally sourced from Coply, it is now being replaced by a product from the company in question, demonstrating advancements in servo drive technology. Its role in these diverse sectors underscores its importance in achieving accuracy and efficiency in motor-driven operations.","04fc8c8af2f683271e982faea72b6a93,51f5fa0deebff5b32f74d90b957de319,54c84a3acff36a81a14e832661cab5fc,5ba07e67aad936b5e8fdced90ee7e0f5,617f570544f5137ea2a26ea012860b88,75d656d482f083d807ff14652a2871f6,78292823ba9a23ddd49ea39f21675fb2,794fefdb523287e635a5dce19320814a,83e00c12ccf537178db6a3b06b5078f2,8757d4df4f6d7215159f27cbefe87143,8e000fc4a60954e69e5b2dceaa13a5c0,a4cdb403788ae9e31262a18f4fb0801c,abe4f205eda50d06d6f8dd7b025f59c7,ad37dec2a2a19c9d593c5a4927c7c7d2,b4b2ecf75d1aad0ccc5d6f76a00fe3b9,b5924964ebff3b005590e9cc94e5b39a,b740e95b2369349a884c647a52dc866f,bb8dd1736ac0ae84f0cefaf4d9ae1d0d,cc3f86276324c4b3b25d1ec3649d9abf,d560c15d411111345f80197f7486058a,d677c45b0e6b17b157c972d420c84d31,d740381af8ef46f554299a093537dd69,e77a55ec71b2605da11f93be730a1d44,eced1354dc203db862497de8c414d11c,f08d35c87cc299fc9fe46d2ec11626f7",4,25,19,04dbbb2283b845baaeac0eaf0c34c9da,25,,04dbbb2283b845baaeac0eaf0c34c9da,0,0
0,某大型农业种植企业,"ORGANIZATION, COMPANY",某大型农业种植企业 is a large-scale agricultural company that uses automation in its farming practices,abe4f205eda50d06d6f8dd7b025f59c7,4,1,20,1943f245ee4243bdbfbd2fd619ae824a,1,,1943f245ee4243bdbfbd2fd619ae824a,0,0
0,自动化喷涂生产线,"PRODUCT, TECHNOLOGY",自动化喷涂生产线 is a production line designed for precise control of multiple spray heads in synchronous or asynchronous actions to improve the uniformity and efficiency of painting processes,b4b2ecf75d1aad0ccc5d6f76a00fe3b9,4,8,21,273daeec8cad41e6b3e450447db58ee7,8,,273daeec8cad41e6b3e450447db58ee7,0,0
0,制造业,INDUSTRY,"The manufacturing industry, or 制造业, is a broad sector that encompasses the production and manufacturing of various goods through the use of labor, machines, tools, and chemical or biological processing. This industry category includes sub-sectors such as the food industry, the textile industry, and the production of car parts and other manufactured goods. Automation technologies play a significant role in 制造业, with the use of automation equipment and machinery like the 自动化组织机 and tool grinding machines and their components being integral to the manufacturing process. The sector is characterized by the application of labor, machinery, tools, and chemical or biological processing to create goods and products, demonstrating the diverse and complex nature of the manufacturing industry.","11e6b3ae933f56d04dc0bf25295f1a04,12e4194788bfabe6f4a9aadc8f8a1366,193f87cf7e266aa933fcf9c3aab58025,26753c1ce00073c23f2d14ce40c0d028,2733b7b74727ba58db94c1283f095dbb,3304ccd1a407776fdfe70ecfd3572d71,49290954ecdd529e32620a1efe074e79,4b028e742c5bb99151ce8d6869dd59e1,4ddd4eb11c5e0152334178ab2837961c,54c84a3acff36a81a14e832661cab5fc,5ba07e67aad936b5e8fdced90ee7e0f5,5d67b02ec3d25e19d4c5df9075d68aad,69db1015cf2586f3740f46c919eb8e25,69ddcc4f6ff5df8aa797fee7694ff710,725fed5878bff0529e13ba809e325469,75d656d482f083d807ff14652a2871f6,78292823ba9a23ddd49ea39f21675fb2,7db76b99a4ad703f2ced3f3241ae2de7,832e80057536b00f94963c0e4b0ec74e,83e00c12ccf537178db6a3b06b5078f2,8757d4df4f6d7215159f27cbefe87143,a4cdb403788ae9e31262a18f4fb0801c,b310460babc9fa725ad47320c61e0086,b4b2ecf75d1aad0ccc5d6f76a00fe3b9,b5924964ebff3b005590e9cc94e5b39a,c73034d6a6f91e79c6bd21fffa416202,d50dbe44b899b4cfaf149cb3fd0c4159,d560c15d411111345f80197f7486058a,d740381af8ef46f554299a093537dd69,e278769b0a13ab97a48ea0f7f0aae2a4,e77a55ec71b2605da11f93be730a1d44,eb78ab8fddcb9c2328b61fbcb6f8b8d7,edec272d39e043e58590061853acbd7c,f08d35c87cc299fc9fe46d2ec11626f7,ff1f5521156a3aa41a97fbd693ec610f",1,32,22,e69dc259edb944ea9ea41264b9fcfe59,32,,e69dc259edb944ea9ea41264b9fcfe59,0,0
0,喷涂设备,"EQUIPMENT, TECHNOLOGY","喷涂设备 is the equipment used in the automation of painting processes, typically found in manufacturing settings",b4b2ecf75d1aad0ccc5d6f76a00fe3b9,4,1,23,e2f5735c7d714423a2c4f61ca2644626,1,,e2f5735c7d714423a2c4f61ca2644626,0,0
0,光学纤维切割机,"PRODUCT, TECHNOLOGY",光学纤维切割机 is a specialized machine used for precise cutting of optical fibers in the semiconductor industry,2999540b55ee0bc255eb7068816305ca,18,5,24,deece7e64b2a4628850d4bb6e394a9c3,5,,deece7e64b2a4628850d4bb6e394a9c3,0,0
0,直流伺服驱动,"PRODUCT, TECHNOLOGY","The Direct Current Servo Drive (直流伺服驱动, \u76f4\u6d41\u4f3a\u670d\u9a71\u52a8) is a versatile and high-precision technology used across various industries for controlling the motion of machinery and components with exceptional accuracy and efficiency. In the manufacturing and logistics technology sector, it is employed in a multitude of applications, including:

- Collaborative robot painting workstations, where it controls the speed and flow of the painting process, ensuring quality.
- Stacking machines, where it manages the XYZ axis movement of the stacking head, ensuring precise positioning and alignment of each battery sheet.
- Lithium battery sorting machines, where it controls the conveyor system and sorting mechanism, ensuring high-precision sorting control and accurate measurement.
- Liquid handling operations, where it controls the liquid pump and transfer tube, ensuring high precision and sensitivity.
- Arc surface printing processes, where it controls the motion of the printing head.
- Laser welding equipment, where it controls the movement of the laser head.
- Screen printing processes, where it controls the movement of the printing head and screen.
- Grinding operations, where it controls the multi-axis movement of grinding rollers, conveyor belts, and sieving devices with high precision.
- Optical fiber cutting machines, where it controls the position and movement of the cutting head.
- Filling conveyor lines, where it controls the speed and position of the conveyor belt.
- Stabilization in optical devices, where it controls the three-axis stabilization.
- Wind turbine blade adjustment processes, where it provides high-precision angle control and response speed.
- Laser processing equipment, where it controls the XYZ axis and rotary axis with high precision.
- Lithium battery production, where it provides precise control in the winding process.
- Automatic car wash machines, where it controls actions and parameters with precision.
- Biochemical reactors, where it controls temperature and stirring, contributing to the accuracy and stability of the reaction process.
- Glass tube lifting machines, where it controls the height adjustment and maintenance.
- Coffee machines, where it controls water pumps, coffee grinders, and frothing machines.
- Injection mechanisms, where it enables precise dose and speed control.
- Solar inverter manufacturing equipment, where it controls the motion parts of the equipment with high precision and efficiency.
- Sorting machines, where it controls the movement of the sorting arm and conveyor belt, enabling high-speed and accurate sorting and transportation.
- F","19c5a3d15d92b939549523842bf010df,2554bdac15587d028fa7857848167eb4,26753c1ce00073c23f2d14ce40c0d028,2999540b55ee0bc255eb7068816305ca,2b27d987660b3fbe33f43bfab4ac6564,2eee1b02b02dee003c1775f70f813957,40b1d0a5efd1684b5a5bb486a1b454db,63a2a1cd72ee4aae8514a1b3ac5b4153,678f6e80926121e103efae5e48a8c9f2,69db1015cf2586f3740f46c919eb8e25,69ddcc4f6ff5df8aa797fee7694ff710,725fed5878bff0529e13ba809e325469,767b420b9f192c70035d7fb4ac624eb3,76ea2ccd8defd5fe8f0994abf89a6e31,76f3b1592256b4437b7d47b5f14ae2c6,7b0d50ca36fedb4fb7b68e4eec73b368,7b88e7691653f636b158b91247c42615,7f8423e6b4a3ab5064e9ff23dcd515ca,8ae4de39dd9ba11cfa17e06a2174416b,937c32a23dadd297f434106e4a601a61,940d8d3c2c5834885c79cf828c1137cb,966a905cf094e3cf44c91ebc9ebc1904,983e01f7e91373ce4f93fb9b16b82f37,9b1c76a2ddd60176752001b3b9c147cb,a82bda15276dce27bef66a10a15a3fb1,ae030c245f17423575510c619741160a,b1f91de1c6784988229a450e724fc412,b310460babc9fa725ad47320c61e0086,b82f227e2c7b3ab4e25187539ace1216,c25c68e2662c5c32de1b502014590cf7,c3025b9f170d4cb9a5794da27f609eb1,c4ca69bc6be35c42c4725a35a741befa,c73034d6a6f91e79c6bd21fffa416202,c94be7ba5abf1f79d420aac7fe8bae2e,ca10fe3d16756300859a0693aee7f7a0,ca322957994b2f23af0e8bcc2550ef68,cd075fd077df22767f0bee4befbd9610,ce7b5cb4e3fb4fd9a08453d18554c799,d50dbe44b899b4cfaf149cb3fd0c4159,d9eda21d3e37948306b3b3c665150e73,e5a2a05750db1a3e1151f75abdaed149,e78da4dada0873bf9b05c64978c91bb0,ead29f227b9db281279d460a522ad9d5,ed9c834c687745e8716e27c3f805a0df,edef8a2bd56d008322049355406edcf4,ef6d9b5e0927a32e780b2b369685d3ee,efb3ae073af3ae2b901a79c1e2c49d39,efb5708268afc67a61b9f35e5fd9b376,f0cae00083505853fd4004f19fc3d189",16,57,25,e657b5121ff8456b9a610cfaead8e0cb,57,,e657b5121ff8456b9a610cfaead8e0cb,0,0
0,切割头,"PRODUCT, TECHNOLOGY",切割头 is a part of the optical fiber cutting machine that performs the cutting action,2999540b55ee0bc255eb7068816305ca,18,1,26,bf4e255cdac94ccc83a56435a5e4b075,1,,bf4e255cdac94ccc83a56435a5e4b075,0,0
