source,target,weight,description,text_unit_ids,id,human_readable_id,source_degree,target_degree,rank
CLI,POETRY RUN POE QUERY,1.0,"The CLI is used to execute the poetry run poe query command, which runs the Query CLI for executing queries through the command line interface.",['563caa38fe33c495449888d62950b959'],f0c578614b224345974c3e4c110878af,11,11,1,12
CLI,POETRY BUILD,1.0,"The CLI is used to execute the poetry build command, which builds a wheel file and other distributable artifacts for the package.",['563caa38fe33c495449888d62950b959'],7ffb88ebc729492c897ccfb569d7f6d0,12,11,1,12
CLI,POETRY RUN POE TEST,1.0,"The CLI is used to execute the poetry run poe test command, which runs all tests for the package to ensure its functionality and integrity.",['563caa38fe33c495449888d62950b959'],60dce7d8bc1b4729a038178a400b9a59,13,11,1,12
CLI,POETRY RUN POE TEST_UNIT,1.0,"The CLI is used to execute the poetry run poe test_unit command, which runs unit tests to verify the correctness of individual units of code.",['563caa38fe33c495449888d62950b959'],4cbb4e238c5b4656803fb9b4b6c3512e,14,11,1,12
CLI,POETRY RUN POE TEST_INTEGRATION,1.0,"The CLI is used to execute the poetry run poe test_integration command, which runs integration tests to verify the interaction between different parts of the system.",['563caa38fe33c495449888d62950b959'],652873bcd6d5432187e5deafc4fc5211,15,11,1,12
CLI,POETRY RUN POE TEST_SMOKE,1.0,"The CLI is used to execute the poetry run poe test_smoke command, which runs smoke tests to ensure the system is in a stable state before more extensive testing.",['563caa38fe33c495449888d62950b959'],78f9b30c08134ac5abb4f4e0bff0f7f2,16,11,1,12
CLI,POETRY RUN POE CHECK,1.0,"The CLI is used to execute the poetry run poe check command, which performs a suite of static checks across the package, including formatting, documentation formatting, linting, security patterns, and type-checking.",['563caa38fe33c495449888d62950b959'],f33e4e897b1e422bb516e8a2c941d9dc,17,11,1,12
CLI,POETRY RUN POE FIX,1.0,"The CLI is used to execute the poetry run poe fix command, which applies any available auto-fixes to the package, typically limited to formatting fixes.",['563caa38fe33c495449888d62950b959'],fac4e1553a9840e990bbfff46e64ff27,18,11,1,12
CLI,POETRY RUN POE FIX_UNSAFE,1.0,"The CLI is used to execute the poetry run poe fix_unsafe command, which applies any available auto-fixes to the package, including those that may be unsafe.",['563caa38fe33c495449888d62950b959'],029a55d327ee4fb3a8314b36d52bdf34,19,11,1,12
CLI,POETRY RUN POE FORMAT,1.0,"The CLI is used to execute the poetry run poe format command, which explicitly runs the formatter across the package to ensure consistent code style and formatting.",['563caa38fe33c495449888d62950b959'],5a636c894c384532bff66212cf9d5824,20,11,1,12
CLI,TROUBLESHOOTING,1.0,"The CLI may be used in conjunction with the Troubleshooting section, which provides solutions to common problems encountered when using the software or executing commands.",['563caa38fe33c495449888d62950b959'],a9c468ef78704e9aabfc0317a5b1b42d,21,11,1,12
RUNTIMEERROR,LLVM_CONFIG,1.0,"The RuntimeError encountered during the 'poetry install' process is related to the LLVM_CONFIG environment variable, as the error message suggests setting this variable to the path of the llvm-config executable. This relationship indicates that the error is due to a missing or incorrect configuration of the LLVM environment.",['0dc1f5e4f8fb5903f12acf8e141fb205'],5df80c25d33a4d148a14aa614343cc6b,22,6,1,7
RUNTIMEERROR,LLVM-9,1.0,"The RuntimeError encountered during the 'poetry install' process is related to the llvm-9 software package, as the error message suggests installing llvm-9 and llvm-9-dev. This relationship indicates that the error is due to the absence of the required LLVM components.",['0dc1f5e4f8fb5903f12acf8e141fb205'],6a87f06ed55a46f29b24f77e548a3f1d,23,6,1,7
RUNTIMEERROR,LLVM-9-DEV,1.0,"The RuntimeError encountered during the 'poetry install' process is related to the llvm-9-dev software package, as the error message suggests installing llvm-9 and llvm-9-dev. This relationship indicates that the error is due to the absence of the required LLVM development components.",['0dc1f5e4f8fb5903f12acf8e141fb205'],0daf88ac4ec94cbb868e27e956c6d7f1,24,6,1,7
RUNTIMEERROR,POETRY INSTALL,1.0,"The RuntimeError encountered during the 'poetry install' process is directly related to the execution of the 'poetry install' command. This relationship indicates that the error occurs as a result of running this command, which is intended to install project dependencies.",['0dc1f5e4f8fb5903f12acf8e141fb205'],9ed120043e6247be9965e4904920991b,25,6,1,7
RUNTIMEERROR,PYTHON.H,1.0,"The RuntimeError encountered during the 'poetry install' process is related to the missing Python.h file, as indicated by the error message ""numba/_pymodule.h:6:10: fatal error: Python.h: No such file or directory"". This relationship indicates that the error is due to the absence of the required Python header file.",['0dc1f5e4f8fb5903f12acf8e141fb205'],94d81d7de9254ae4b3b16fcc69aa22ea,26,6,1,7
RUNTIMEERROR,PYTHON3.10-DEV,1.0,"The RuntimeError encountered during the 'poetry install' process is related to the python3.10-dev software package, as the error message suggests installing python3.10-dev to resolve the issue with the missing Python.h file. This relationship indicates that the error is due to the absence of the required Python development components.",['0dc1f5e4f8fb5903f12acf8e141fb205'],60c9212246f84ae5b6ab254127a39262,27,6,1,7
GRAPHRAG_LLM_THREAD_COUNT,GRAPHRAG_EMBEDDING_THREAD_COUNT,1.0,"The GRAPHRAG_LLM_THREAD_COUNT and GRAPHRAG_EMBEDDING_THREAD_COUNT environment variables are related to each other as they both determine the level of concurrency in the GraphRAG system. Modifying these values can help reduce the concurrency and improve system stability, as they are both set to 50 by default, which can lead to high concurrency and potential performance issues.",['0dc1f5e4f8fb5903f12acf8e141fb205'],0f8d0c36a4274526a9eddedae5e63881,28,1,3,4
GRAPHRAG_EMBEDDING_THREAD_COUNT,GRAPHRAG_EMBEDDING_THREAD_STAGGER,1.0,"The GRAPHRAG_EMBEDDING_THREAD_STAGGER setting is related to the GRAPHRAG_EMBEDDING_THREAD_COUNT as it determines the delay between starting threads, which can affect the efficiency and resource usage when multiple threads are specified",['2b777e3d591ce1511a03abd1a6d8dc73'],6aedd377efbe4f07ae42e546996e7bfa,29,3,1,4
GRAPHRAG_EMBEDDING_THREAD_COUNT,GRAPHRAG_EMBEDDING_CONCURRENT_REQUESTS,1.0,"The GRAPHRAG_EMBEDDING_CONCURRENT_REQUESTS setting is related to the GRAPHRAG_EMBEDDING_THREAD_COUNT as it specifies the number of concurrent requests that can be processed, which can be influenced by the number of threads available for processing",['2b777e3d591ce1511a03abd1a6d8dc73'],1aa8484562784f378851c33843c89687,30,3,1,4
GRAPHRAG,GPT-4 TURBO,1.0,GraphRAG uses GPT-4 Turbo to generate knowledge graphs from text data. The model's ability to create detailed and structured representations of information is essential for the GraphRAG process.,['e6fa3bdaf65c92df6b3430f02804321a'],f1a65d05dd5d456b889217020475ef80,31,26,1,27
GRAPHRAG,MICROSOFT RESEARCH BLOG POST,1.0,The Microsoft Research Blog Post provides information about GraphRAG and its applications. It is a resource for users who want to learn more about how GraphRAG can enhance the ability of LLMs to reason about private data.,['e6fa3bdaf65c92df6b3430f02804321a'],c077d92b48b6477db91e1a0460600f52,32,26,1,27
GRAPHRAG,GITHUB REPOSITORY,1.0,"The GitHub Repository is a resource for developers who want to access, contribute to, and collaborate on the GraphRAG project. It contains the source code and documentation for GraphRAG.",['e6fa3bdaf65c92df6b3430f02804321a'],5ca888df9b884e54accdd2ff29d125c1,33,26,1,27
GRAPHRAG,GRAPHRAG ARXIV,1.0,"GraphRAG Arxiv is a repository for research papers and documentation related to GraphRAG. It is a resource for users who want to learn more about the theory, implementation, and applications of GraphRAG.",['e6fa3bdaf65c92df6b3430f02804321a'],8290a6212d6c4430ae0056c7e8eccd5f,34,26,1,27
GRAPHRAG,SOLUTION ACCELERATOR,1.0,The Solution Accelerator is a package that provides a user-friendly end-to-end experience with Azure resources for quickstarting the GraphRAG system. It is recommended for users who want to start using GraphRAG with ease.,['e6fa3bdaf65c92df6b3430f02804321a'],14f8ac195fdb4e06a0b9ebc6ef391180,35,26,1,27
GRAPHRAG,GET STARTED GUIDE,2.0,"The Get Started Guide, a comprehensive resource meticulously crafted by GraphRAG, serves as an invaluable starting point for users looking to familiarize themselves with the software's rich array of features and functionalities. This guide is specifically designed to cater to newcomers, offering clear, step-by-step instructions that facilitate a smooth onboarding process and enable users to harness the full potential of GraphRAG from the get-go. By providing detailed guidance on how to begin using the system effectively, the Get Started Guide ensures that users can quickly and confidently navigate through GraphRAG's sophisticated interface, maximizing their productivity and leveraging the software's capabilities to meet their specific needs.",['32603b739bed06b4695b0cc3915b2c4b' 'e6fa3bdaf65c92df6b3430f02804321a'],667ee58a79194316ae2b82eadd3fc575,36,26,1,27
GRAPHRAG,INDEXER,2.0,"The Indexer, a critical sub-system of GraphRAG, specializes in processing raw text to construct a knowledge graph, thereby facilitating the creation of a structured information representation. This subsystem is pivotal in enhancing GraphRAG's efficiency in data organization and retrieval, working in tandem with the main software to optimize question-and-answer capabilities. Through its sophisticated mechanisms, the Indexer significantly contributes to GraphRAG's overall performance, making it an indispensable component in the software's functionality.",['32603b739bed06b4695b0cc3915b2c4b' 'e6fa3bdaf65c92df6b3430f02804321a'],b0e3ee2324054c88adacdf80db13278f,37,26,12,38
GRAPHRAG,QUERY PACKAGE,2.0,"The Query package, a vital subsystem of GraphRAG, serves as a powerful tool for users to interact with the indexed data and conduct searches within the knowledge graph. This feature facilitates the retrieval of relevant information, making it an essential component for the software's functionality and user engagement. As part of GraphRAG, the Query package ensures that users can efficiently and effectively access the data they need, enhancing the overall utility of the system.",['32603b739bed06b4695b0cc3915b2c4b' 'e6fa3bdaf65c92df6b3430f02804321a'],28b7457ca5dc4a38a488946a3f8e207e,38,26,1,27
GRAPHRAG,SOLUTION ACCELERATOR PACKAGE,1.0,"The Solution Accelerator package includes GraphRAG, which is a component that enhances the user experience by providing advanced RAG capabilities for better handling of complex information and reasoning about private datasets.",['32603b739bed06b4695b0cc3915b2c4b'],8029a14d15404e6db95ddf5e2bf9fc15,39,26,1,27
GRAPHRAG,BASELINE RAG,2.0,"GraphRAG, an evolved iteration of Baseline RAG, is meticulously designed to surmount the constraints of its predecessor, especially in managing intricate data and reasoning over private datasets. This advanced system showcases significant enhancements in question-and-answer efficiency and reasoning skills, excelling in connecting disjointed information fragments and grasping summarized semantic ideas across extensive data repositories. GraphRAG's superior performance and mastery in these domains clearly outshine those of Baseline RAG, positioning it as a more capable and intelligent solution for handling complex information landscapes.",['32603b739bed06b4695b0cc3915b2c4b' 'd441b136505c273cf3577b6867e872e4'],389314ca89d445888c8d4985864dd733,40,26,1,27
GRAPHRAG,LLMS,1.0,"LLMs are used in GraphRAG to create a knowledge graph from an input corpus. The LLMs extract entities, relationships, and key claims from the TextUnits, which are then used to build the graph and enhance the query responses in GraphRAG.",['d441b136505c273cf3577b6867e872e4'],87fe1462b9064d5692641ab48e826301,41,26,5,31
GRAPHRAG,LEIDEN TECHNIQUE,2.0,"GraphRAG, a sophisticated tool for social network analysis, utilizes the Leiden technique for hierarchical clustering of the graph. This method significantly enhances the visualization and analysis of entities and their communities within the graph. By employing the Leiden technique, GraphRAG is able to effectively represent the clustering of entities and relationships, which is a critical step in the process of understanding the structure and dynamics of specialized professional networks. This approach enables users to identify key influencers, collaboration opportunities, and knowledge gaps in the field, particularly in the Motor Control and Drive Systems domain.",['369b39fdfd649d6df32a5d7b4cc559b7' 'd441b136505c273cf3577b6867e872e4'],a55175ac57014df696ca09d0def9604b,42,26,1,27
GRAPHRAG,TEXTUNITS,1.0,"GraphRAG process involves slicing the input corpus into TextUnits, which are used as analyzable units for entity and relationship extraction.",['369b39fdfd649d6df32a5d7b4cc559b7'],1766e8858d7b45ed97f71cb5a39e96ea,43,26,1,27
GRAPHRAG,LLM,1.0,"GraphRAG utilizes LLM for entity, relationship, and key claim extraction from the TextUnits.",['369b39fdfd649d6df32a5d7b4cc559b7'],6191e014f3f64e46a0777063ed4ac19a,44,26,11,37
GRAPHRAG,COMMUNITY SUMMARIES,1.0,GraphRAG generates Community Summaries from the bottom-up to provide a holistic understanding of each community and its constituents.,['369b39fdfd649d6df32a5d7b4cc559b7'],21b0499cf14342269c46170c291d0535,45,26,13,39
GRAPHRAG,GLOBAL SEARCH,2.0,"Global Search is a sophisticated query mode integrated within the GraphRAG process, designed to facilitate reasoning and answer holistic questions concerning the entire corpus. By leveraging the community summaries and the structure of the LLM-generated knowledge graph, Global Search enables the identification of themes and semantic clusters within the dataset. This capability significantly enhances the aggregation of information, making the process more effective and efficient. GraphRAG, in this context, serves as the backbone, creating a knowledge graph that Global Search utilizes to uncover deeper insights and connections within the data.",['369b39fdfd649d6df32a5d7b4cc559b7' '3e143a60e2aeb57eb418a68d1484bbb3'],c1ef05b38b3f4d59888150fc0dd26826,46,26,5,31
GRAPHRAG,LOCAL SEARCH,2.0,"Local Search, a feature within the GraphRAG (Graph Representation and Analysis of Graphs) process, is a query mode designed to facilitate reasoning about specific entities. This is achieved by exploring the immediate network around the entity, fanning out to its neighbors and associated concepts within the graph. GraphRAG, as a tool, enables users to analyze and understand the relationships and connections between entities in a graph database, making Local Search a powerful technique for uncovering insights and knowledge hidden within the data. By leveraging Local Search, users can efficiently investigate the context and connections of particular entities, enhancing their understanding of the graph's structure and dynamics.",['369b39fdfd649d6df32a5d7b4cc559b7' '849698743b07680402ff8572b1c6c469'],74cb9b3510e84498b9aee0d904316e8b,47,26,7,33
GRAPHRAG,PROMPT TUNING,2.0,"Prompt Tuning is a specialized technique recommended for optimizing the performance of GraphRAG, particularly when working with specific data sets. This method involves fine-tuning prompts in accordance with the documentation to better suit the data and tasks at hand, ensuring the best possible results are achieved. By leveraging Prompt Tuning, users can enhance the effectiveness of GraphRAG in various applications, making it a valuable strategy for maximizing the system's potential.",['369b39fdfd649d6df32a5d7b4cc559b7' '849698743b07680402ff8572b1c6c469'],043d764b2e1b4d1294651ff938df5391,48,26,8,34
GRAPHRAG,LLM-GENERATED KNOWLEDGE GRAPH,1.0,"GraphRAG utilizes the LLM-generated knowledge graph to organize data into semantic clusters and summarize themes, enabling it to respond to user queries with relevant information",['812b3414c467da0b62f7932d2adcbad4'],31f2170fef004f3281c533a4a60dc3f3,49,26,1,27
GRAPHRAG,GLOBAL SEARCH METHOD,1.0,"GraphRAG employs the global search method to process user queries, using LLM-generated community reports as context data to generate intermediate and final responses",['812b3414c467da0b62f7932d2adcbad4'],57f186c5c2754483ba66750e98222f95,50,26,4,30
GRAPHRAG,EVALUATION APPROACH,1.0,"Graph RAG's performance has been evaluated using an approach that has limitations, as it has only examined a certain class of sensemaking questions for two corpora in the region of 1 million tokens",['e015335cdcae20e6546fe7cbdef56c1a'],4b3fc569d91f4a7aa6501ad4fcf67b7a,51,26,2,28
GRAPHRAG,TEMPLATE GENERATION ALGORITHM,1.0,"GraphRAG utilizes the Template Generation Algorithm to create domain adaptive templates for the generation of knowledge graphs. The algorithm is a core component of GraphRAG, enabling it to adapt to different domains and improve the results of Index Runs by generating customized prompts based on the input data and specified parameters.",['9b364093aeecfc789c70fc5bd9503487'],cbc1667556f84a5eadf867a823e6986c,52,26,1,27
GRAPHRAG,INITIALIZATION PROCESS,1.0,"The Initialization Process is a prerequisite for using GraphRAG effectively. Before running the automatic template generation, the workspace must be initialized using the graphrag.index --init command. This process creates the necessary configuration files and default prompts, allowing GraphRAG to function properly and ensuring that the tool is ready for use.",['9b364093aeecfc789c70fc5bd9503487'],a876d1ab79864396bc47a039225fd5c7,53,26,1,27
GRAPHRAG,.ENV,1.0,"GraphRAG uses the .env file to store environment variables that are referenced in the settings.yaml file, essential for the proper configuration and operation of the software.",['12294feb07a1d202b27241eaaf64718b'],c09f67d4f25448c99f7c0552c30b7706,54,26,6,32
GRAPHRAG,SETTINGS.YAML,1.0,GraphRAG uses the settings.yaml file to store configuration settings necessary for its operation. This file is created during the initialization process and is referenced by the software.,['12294feb07a1d202b27241eaaf64718b'],c0866306dc8c4da2a8a81c0c3a78b657,55,26,6,32
GRAPHRAG,PROMPTS/,1.0,GraphRAG uses the prompts/ directory to store default prompts that can be modified or new ones generated through the Auto Prompt Tuning command. These prompts are essential for the software's operations.,['12294feb07a1d202b27241eaaf64718b'],3884c37eb13a4c9097ee2c5be4eeefaf,56,26,4,30
INDEXER,COMMUNITY_LEVEL,1.0,"The Indexer uses the community_level parameter to determine which level of community reports to load from the Leiden community hierarchy, affecting the granularity of the data processed.",['8c70a7321fb0e945054d226a8c69abee'],90764eb2cab74cffb1c7d72d28b965cc,57,12,2,14
INDEXER,RESPONSE_TYPE,1.0,"The Indexer's output format and type are influenced by the response_type parameter, which dictates the structure of the generated reports.",['8c70a7321fb0e945054d226a8c69abee'],01abe16e67c241a887aa62abe22d155c,58,12,3,15
INDEXER,METHOD,1.0,"The method parameter influences how the Indexer answers queries, either using a local or global approach, impacting the scope and methodology of the analysis.",['8c70a7321fb0e945054d226a8c69abee'],37049be0a2c240c6a06acf9339237b8b,59,12,3,15
INDEXER,GRAPHRAG_API_KEY,1.0,"The GRAPHRAG_API_KEY environment variable is required for the Indexer to execute, providing the necessary API Key for model execution.",['8c70a7321fb0e945054d226a8c69abee'],e785c52881704d95bf4ec03d2720f8ae,60,12,5,17
INDEXER,GRAPHRAG_LLM_MODEL,1.0,"The GRAPHRAG_LLM_MODEL environment variable specifies the model the Indexer uses for Chat Completions, affecting the conversational capabilities of the tool.",['8c70a7321fb0e945054d226a8c69abee'],654689c65613476b9905d7afb3809cd2,61,12,1,13
INDEXER,GRAPHRAG_EMBEDDING_MODEL,1.0,"The GRAPHRAG_EMBEDDING_MODEL environment variable determines the model the Indexer uses for Embeddings, impacting the representation and processing of data.",['8c70a7321fb0e945054d226a8c69abee'],15dfb45a6ffa4d34ad72cfe4b3c5cc0d,62,12,1,13
INDEXER,GRAPHRAG_LLM_API_BASE,1.0,"The GRAPHRAG_LLM_API_BASE environment variable can be set to customize the API Base URL for the Indexer's LLM operation, allowing for flexibility in deployment environments.",['8c70a7321fb0e945054d226a8c69abee'],427c3b7458f148d8bace1b768e2b5b7c,63,12,4,16
INDEXER,GRAPHRAG_LLM_TYPE,1.0,"The GRAPHRAG_LLM_TYPE environment variable defines the LLM operation type used by the Indexer, influencing the method of interaction with the language model.",['8c70a7321fb0e945054d226a8c69abee'],95d506750fd94e72bbd9cf2d3fe18e28,64,12,5,17
INDEXER,GRAPHRAG_LLM_MAX_RETRIES,1.0,"The GRAPHRAG_LLM_MAX_RETRIES environment variable sets the maximum number of retries the Indexer will attempt when a request fails, affecting the tool's resilience and reliability.",['8c70a7321fb0e945054d226a8c69abee'],bf0138ccbcc740089a55fd0c24897360,65,12,2,14
INDEXER,GLOBAL SEARCH,1.0,"The Indexer is a prerequisite for using the Global Search method, as it processes the data to make it searchable and ready for high-level questions",['ae6e91a8cc5773dbd4789773c9ef5a30'],83cd5df42643494396b00d6cb6376def,66,12,5,17
INDEXER,LOCAL SEARCH,1.0,"The Indexer is a prerequisite for using the Local Search method, as it processes the data to make it searchable and ready for specific questions about particular aspects or entities within the dataset",['ae6e91a8cc5773dbd4789773c9ef5a30'],909d28e443fd4e0bac189373125c8309,67,12,7,19
LLMS,ENTITY GRAPH,1.0,"LLMs are capable of understanding the rich descriptive text associated with homogeneous nodes in the entity graph, which is crucial for global, query-focused summarization",['6dace8e490674ac8e031aed987a63789'],efbc2439e5034801af83ac1a0b440535,68,5,6,11
LLMS,RAGAS,1.0,"LLMs are used by RAGAS to evaluate the performance of conventional RAG systems, automatically assessing qualities such as context relevance, faithfulness, and answer relevance.",['53455f8552b0787cb13c5a03eb550842'],b9a2ef791a064f038cac2059ebea1138,69,5,1,6
LLMS,GRAPH RAG,1.0,Graph RAG and LLMs are connected through the use of large language models in the creation and analysis of graph indexes for advanced information retrieval.,['40f2d6a0270e54743e7ace239369da96'],1ce2b24bc93442148dc2240d3c6223b1,70,5,19,24
LLMS,KNOWLEDGE GRAPH CREATION,1.0,"LLMs are used in the creation of knowledge graphs, as described in the research study by Trajanoska et al., indicating a direct connection between LLMs and knowledge graph creation techniques.",['40f2d6a0270e54743e7ace239369da96'],804c1e94e7974332a817931363ddb643,71,5,2,7
LLM,GLOBAL SEARCH,1.0,"The LLM is used in Global Search to summarize themes identified in the dataset's semantic clusters, responding to user queries that require understanding of the entire dataset",['3e143a60e2aeb57eb418a68d1484bbb3'],32dc0b572ad84c75a64a2007788eb981,72,11,5,16
LLM,GLOBALSEARCH CLASS,1.0,"The GlobalSearch Class uses the LLM for response generation, following the map-reduce process.",['1a4bca0786d529c91073997b63412adc'],f5c11a5ac94e40068bca8be178a6bcd6,73,11,7,18
LLM,PARALLELIZATION,1.0,"llm and parallelization are related because the language model's configuration can influence how tasks are distributed across multiple processors or threads, affecting the overall performance and efficiency of the system.",['d27237468a1b9e89110eeeca8080f63c'],ea28ff7f127e4677a913952595dce2f5,74,11,5,16
LLM,ASYNC_MODE,1.0,"llm and async_mode are related because the language model's operation in asynchronous mode can impact how the model processes tasks concurrently, potentially affecting the throughput and response time of the system.",['d27237468a1b9e89110eeeca8080f63c'],192a6d23595045f38b0d46a3d8e52fd6,75,11,5,16
LLM,ENTITY EXTRACTION,1.0,"The Entity Extraction section includes the LLM property, specifying the language model to use for text analysis",['abac77a5673e907cf8d65161c2612784'],ef67c9fc60284b50aa15ac655b06a155,76,11,9,20
LLM,SUMMARIZE_DESCRIPTIONS,1.0,"The llm setting is used in the summarize_descriptions process, specifying the language model to be used for generating summaries",['9cbd4e21339eeed5e22a638e52a094cb'],cc8201cce1024b5192056fe8e98fda22,77,11,6,17
LLM,CLAIM_EXTRACTION,1.0,"The llm setting is used in the claim_extraction process, specifying the language model to be used for identifying claims",['9cbd4e21339eeed5e22a638e52a094cb'],97e097f9022540b88ab7c13d2805c25f,78,11,5,16
LLM,COMMUNITY_REPORTS,1.0,"The llm setting is used in the community_reports process, specifying the language model to be used for generating reports",['9cbd4e21339eeed5e22a638e52a094cb'],829a6299a5fa4e7b8ff4020020a0be05,79,11,6,17
LLM,ENTITY RESOLUTION,1.0,"LLM is used in the process of Entity Resolution to determine which entities should be merged based on their representation of the same real-world entity but with different names. The current implementation is destructive, but future implementations aim to be non-destructive.",['d44248ff7b7bfd969a7208eb3d6e2a78'],dde2742459c24fb4a91172aa5c1a7620,80,11,6,17
LLM,CLAIM EXTRACTION,1.0,LLM is used in the Claim Extraction process to identify positive factual statements with an evaluated status and time-bounds from source TextUnits. These claims are emitted as Covariates.,['d44248ff7b7bfd969a7208eb3d6e2a78'],323979a67d79498fa271acdf8cd1a0c2,81,11,6,17
COMMUNITY SUMMARIES,CORPUS,1.0,"The corpus can be summarized or analyzed to create community summaries, which provide condensed versions of the information contained in the corpus",['849698743b07680402ff8572b1c6c469'],c7e8b188b45841a0a1bcb22f3445ea6e,82,13,1,14
COMMUNITY SUMMARIES,LOCAL TO GLOBAL GRAPH RAG APPROACH,1.0,The Local to Global Graph RAG Approach utilizes Community Summaries to generate partial responses to a given question. These summaries are pre-generated for groups of closely-related entities and are combined into a final response.,['f76c18c7582167c3626f8741c2c9374f'],5a4ad077106a4a3f951f43d2e01499b0,83,13,4,17
COMMUNITY SUMMARIES,ENTITY KNOWLEDGE GRAPH,1.0,"The entity knowledge graph is used to generate community summaries for groups of closely-related entities, which are then used to generate partial responses to questions",['b149708d0b4ac3ff417565739ea6b03b'],a7ec8df038d7461689d28f1bdea84d9b,84,13,3,16
COMMUNITY SUMMARIES,GRAPHCOMMUNITIES,1.0,"Community Summaries are created for each community in the Leiden hierarchy, providing a detailed report of the structure and semantics of the dataset",['a660289d2bf43f25d3524d35cd2d9a96'],8ddefa32e2ed4eaf8f76d17a676f74f3,85,13,2,15
COMMUNITY SUMMARIES,GLOBAL QUERIES,1.0,Community summaries are used to answer global queries by providing structured information that can be searched or analyzed to address the broader themes or questions posed by the user,['93d4d4effbf989e6ef1c4c3b4f42494e'],95ec30ce8dbe4ca28714e3e3735da8f3,86,13,1,14
COMMUNITY SUMMARIES,USER QUERY,1.0,"A user query can be answered using community summaries, as the summaries provide relevant information that can be matched to the query to provide detailed or thematic responses",['93d4d4effbf989e6ef1c4c3b4f42494e'],259e7f5e2ec04418937513413b6d51d1,87,13,3,16
COMMUNITY SUMMARIES,PODCAST DATASET,1.0,The Podcast Dataset's graph structure influences the number of community summaries at different levels of the graph community hierarchy,['d08fc91bbfe9749abab38a99a1a88dc6'],2289f06dd3804a3c84371dda0bab091e,88,13,4,17
COMMUNITY SUMMARIES,NEWS DATASET,1.0,The News Dataset's graph structure influences the number of community summaries at different levels of the graph community hierarchy,['d08fc91bbfe9749abab38a99a1a88dc6'],34ff8ef897804691842071f9ff78708e,89,13,4,17
COMMUNITY SUMMARIES,SOURCE TEXTS,1.0,"Community Summaries are derived from Source Texts, representing a condensed version of the original content. The relationship indicates that summaries are created to provide a more concise representation of the source material.",['71f14506a6b15dfabd93fd1606a67b73'],a7401447d994439993da7cc57f127649,90,13,2,15
